Ticker,Company Name,Field,Info,Address,Website
HOM,CTCP Xi măng VICEM Hoàng Mai,Sản xuất sản phẩm khoáng chất phi kim,"Công ty Cổ phần Xi măng VICEM Hoàng Mai được thành lập vào ngày 07/10/1995, nhà máy được khởi công xây dựng từ tháng 6/1999 và đi vào hoạt động sản xuất kinh doanh từ tháng 7 năm 2002. Nhà máy xi măng Vicem Hoàng Mai có công suất 1.26 triệu tấn Clinker trên một năm tương đương với 1.4 triệu tấn xi măng trên 1 năm, sản xuất xi măng theo phương pháp khô, lò quay do hãng FCB (Cộng hòa Pháp) chuyển giao công nghệ và phương pháp đồng bộ. Trụ sở chính và nhà máy đặt tại Thị xã Hoàng Mai thuộc vùng kinh tế Nam Thanh Bắc Nghệ, với vị trí thuận lợi về giao thông đường sắt, thủy, bộ, có nguồn nguyên liệu chất lượng cao, dồi dào.",Khối 7 - P. Quỳnh Thiện - Tx. Hoàng Mai - T. Nghệ An,http://www.ximanghoangmai.vn
HUT,CTCP Tasco,Xây dựng và Bất động sản,"Công ty Cổ phần Tasco (tiền thân là Đội cầu Nam Hà) được thành lập năm 1971. Đến năm 2020, Công ty được cổ phần hóa và đổi tên thành Công ty Cổ phần XDGT và CSHT Nam Định. Ngày 04/04/2008, cổ phiếu của công ty được niêm yết trên sàn HNX. Là một trong những doanh nghiệp dẫn đầu trong lĩnh vực xây lắp hạ tầng giao thông tại khu vực miền Bắc. Các công trình tiêu biểu công ty đã thi công là dự án cầu Cửa Nhượng, dự án cầu Phù Vân, xây dựng quốc lộ 10 từ cầu Quáng Toan đến cầu Nghìn, thành phố Hải Phòng.",Tầng 4 - Tòa nhà M5 - Số 91 Nguyễn Chí Thanh - P. Láng Hạ - Q. Đống Đa - Tp. Hà Nội,http://www.taric.com.vn
IDC,Tổng Công ty IDICO – CTCP,"Phát, truyền tải và phân phối điện năng","Tổng Công ty IDICO tiền thân là tổng Công ty Đầu tư phát triển Đô thị và Khu công nghiệp Việt Nam được thành lập năm 2000. Các lĩnh vực kinh doanh của doanh nghiệp bao gồm đầu tư xây dựng, kinh doanh phát triển hạ tầng kỹ thuật đô thị, khu công nghiệp, khu kinh tế, khu dân cư; đầu tư xây dựng, kinh doanh các dự án điện lực, giao thông, thủy lợi, cấp nước, cầu cảng; thi công, lắp đặt máy móc, thiết bị, kết cấu kim loại; kinh doanh xuất nhập khẩu vật tư, thiết bị, vật liệu xây dựng và công nghệ xây dựng. Ngày 10/12/2019, IDC chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).",Số 151 ter Nguyễn Đình Chiểu - P. 6 - Q. 3 - Tp. Hồ Chí Minh,http://www.idico.com.vn
IDJ,CTCP Đầu tư IDJ Việt Nam,Xây dựng và Bất động sản,"Công ty Cổ phần Đầu tư IDJ Việt Nam có tiền thân là Công ty Cổ phần Tài chính Quốc Tế và phát triển doanh nghiệp IDJ, được thành lập năm 2007 với số vốn điều lệ 149.6 tỷ đồng. Năm 2010, cổ phiếu của công ty được niêm yết và giao dịch trên sàn HNX. Công ty hoạt động chính trong các lĩnh vực Đầu tư xây dựng cơ sở hạ tầng; Tư vấn mua bán doanh nghiệp; Dịch vụ hỗ trợ phát triển doanh nghiệp; Lập và quản lý các dự án đầu tư xây dựng phát triển các khu đô thị, khu công nghiệp, khu dân cư, các công trình phục vụ giáo dục, y tế; Kinh doanh bất động sản. Công ty đã thực hiện được nhiều dự án thành công với sản phẩm cao cấp và mới mẻ: Trường Hà Nội Academy (Đủ 4 cấp học từ Mẫu giáo tới Trung học phổ thông), Dự án Grand Plaza có vị trí chiến lược trong quá trình phát triển của Hà Nội về phía tây, gần kề các khu vực dân cư và thương mại trọng yếu như Khu đô thị Trung Hòa - Nhân Chính, Trung tâm Hội nghị Quốc gia, Trung tâm Triển lãm Quốc gia, The Manor Hà Nội, khu đô thị Mỹ Đình và các dự án vệ tinh tương lai.",Tầng 3 Tòa nhà TTTM Grand Plaza Số 117 Trần Duy Hưng - P. Trung Hòa - Q. Cầu Giấy - Hà Nội,http://www.idjf.vn
IPA,CTCP Tập đoàn Đầu tư I.P.A,Tài chính và bảo hiểm,"Công ty Cổ phần Tập đoàn Đầu tư I.P.A (IPA), tiền thân là Công ty TNHH Đầu tư và Tài chính IPA, được thành lập năm 1998. Năm 2007, Cổ phần hóa và đổi tên thành Công ty Cổ phần Tập đoàn Đầu tư IPA, với số vốn điều lệ là 600 tỷ đồng. Công ty hoạt động chính trong 2 lĩnh vực: Dịch vụ tài chính cá nhân và Bán điện thương phẩm. Ngoài 2 ngành kinh doanh chính, Công ty hiện đang đầu tư vào các lĩnh vực: phát triển bất động sản, cung cấp giải pháp công nghệ và chế biến, khai thác khoáng sản. Năm 2021, IPA chính thức được niêm yết tại Sở Giao dịch Chứng khoán Hà Nội (HNX).",Số 1 Nguyễn Thượng Hiền - P. Nguyễn Du - Q. Hai Bà Trưng - Tp. Hà Nội,http://www.ipa.com.vn
ITQ,CTCP Tập đoàn Thiên Quang,Sản xuất sản phẩm kim loại tổng hợp,"Công ty Cổ phần Tập đoàn Thiên Quang được thành lập từ mô hình doanh nghiệp gia đình năm 2001 và được chuyển đổi thành công ty cổ phần tập đoàn Thiên Quang ngày 16/02/2007. Sau 15 năm thành lập, bằng những nỗ lực của tập thể cán bộ công nhân viên Thiên Quang đã tạo lên một Công ty cổ phần Tập đoàn Thiên Quang có tên tuổi trong ngành thép không gỉ, xốp và nhựa tại Việt Nam và nhiều nước trên thế giới.",Thôn An Lạc - X.Trưng Trắc - H.Văn Lâm - Hưng Yên,http://www.inoxthienquang.com.vn/
IVS,CTCP Chứng khoán Guotai Junan (Việt Nam),Tài chính và bảo hiểm,"Công ty Cổ phần Chứng khoán Guotai Junan Việt Nam tiền thân là Công ty Cổ phần Chứng khoán Đầu tư Việt Nam thành lập vào ngày 28/08/2007. Năm 2011, công ty chính thức niêm yết cổ phiếu tại Sở giao dịch chứng khoán Hà Nội (HNX). Hệ thống phần mềm giao dịch chứng khoán của IVS đã được nâng cấp thành A-Solution Version 2.00 từ đầu năm 2020 và đưa vào sử dụng từ quý III/2020. Đồng thời, IVS tiếp tục triển khai nâng cấp website bao gồm các công cụ đầu tư hiện đại và đa ngôn ngữ, nhằm phân tích và cung cấp dữ liệu doanh nghiệp một cách nhanh chóng và chính xác nhất. Điều này đã làm cho thị phần môi giới của IVS tăng lên, số lượng mở mới tài khoản trong nước tăng mạnh.",P9-10 - Tầng 1 - Charmvit Tower - 117 Trần Duy Hưng - Q. Cầu Giấy - Tp. Hà Nội,https://gtjai.com.vn/
KLF,CTCP Đầu tư Thương mại và Xuất nhập khẩu CFS,"Chợ, đại lý và môi giới bán buôn điện tử","Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS (tiền thân là Công ty Cổ phần Dịch vụ Thương mại và Đầu tư Tân Mỹ Đình) được thành lập vào ngày 18/09/2009 với vốn điều lệ ban đầu là 5 tỷ đồng. Ngày 23/09/2013, cổ phiếu của Công ty được niêm yết và giao dịch trên sàn HNX với mã chứng khoán là KLF. Công ty hoạt động chính trong các lĩnh vực Hoạt động đại lý bán vé máy bay; Buôn bán vật liệu, thiết bị lắp đặt khác trong xây dựng; Đại lý du lịch, điều hành tour du lịch; Cung cấp dịch vụ ăn uống theo hợp đồng không thường xuyên với khách hàng. Trung tâm Dịch vụ hàng không của FLC Golbal hiện là đại lý cấp 1 của Việt Nam Airlines và Vietjet Air, là đại lý của 3 hãng hàng không trong nước và 39 hãng hàng không quốc tế. Trung tâm có phòng vé tại Hà Nội và TP HCM cùng với hệ thống 32 đại lý cấp 2 trên cả nước. Các khách hàng thường xuyên bao gồm: Hội sở VCB, BIDV, Bộ y tế.",Tầng 05 Tòa nhà FLC Landmark Tower - Lê Đức Thọ - P. Mỹ Đình 2 - Q. Nam Từ Liêm - Tp. Hà Nội,http://cfscorp.vn
KSF,CTCP Tập đoàn KSFinance,Xây dựng và Bất động sản,"KSF Group thành lập vào tháng 2/2021, hoạt động chính trong lĩnh vực đầu tư và phát triển dự án bất động sản; mở rộng hoạt động sang mảng Công nghệ - Tài chính với chiến lược trọng tâm là phát triển các dự án BĐS thương mại, văn phòng theo mô hình các Trung tâm tài chính 4.0. Ngoài ra, KSF Group tích cực gia tăng quỹ đất thông qua hình thức M&A, để tạo tiền đề cơ sở cho việc đẩy mạnh hoạt động kinh doanh phân phối các sản phẩm dự án BĐS.",Tầng 12 - Tòa nhà Sunshine Center - Số 16 - Đường Phạm Hùng - P. Mỹ Đình 2 - Q. Nam Từ Liêm - Tp. Hà Nội,https://ksf.vn/
KSQ,CTCP CNC Capital Việt Nam,Khai khoáng,"Công ty Cổ phần Khoáng sản Quang Anh tiền thân là Công ty TNHH Khoáng sản Quang Anh - thành lập và hoạt động hoạt động theo Giấy chứng nhận đăng ký kinh doanh số 0102026705 do Sở Kế hoạch và Đầu tư thành phố Hà Nội cấp đăng ký lần đầu ngày 09/6/2006, với các ngành nghề kinh doanh chủ yếu là đầu tư chế biến khoáng sản như đồng, chì kẽm, thiếc, đất hiếm, than cốc và que hàn công nghiệp.",A6 - BT5 KĐT Mỹ Đình 2 - đường Trần Văn Cẩn - P. Mỹ Đình 2 - Q. Nam Từ Liêm - Tp. Hà Nội,http://cnccapital.com.vn/
KVC,CTCP Sản xuất Xuất nhập khẩu Inox Kim Vĩ,Sản xuất sản phẩm kim loại tổng hợp,"CTCP Sản xuất Xuất Nhập khẩu Inox Kim Vĩ là doanh nghiệp thuộc lĩnh vực sản xuất thép không gỉ và xuất nhập khẩu các sản phẩm vật tư, phụ tùng liên quan đến ngành thép không gỉ. Với bề dày hoạt động lâu năm, công ty đã xây dựng được mạng lưới khách hàng trên toàn quốc, trong đó nhà sản xuất chiếm tỷ trọng 70% trong cơ cấu doanh thu và khách lẻ, đại lý chiếm 30%.",Số 117 Võ Văn Bích - Ấp 11 - X. Tân Thạnh Đông - H. Củ Chi - Tp. HCM,http://www.kimvico.com.vn
LAS,CTCP Supe Phốt phát và Hóa chất Lâm Thao,"Sản xuất hóa chất, dược phẩm","Ngày 24/06/1962, Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao, tiền thân là nhà máy Supe Phốt phát Lâm Thao, đi vào sản xuất. Ngày 01/03/2012, Công ty chính thức niêm yết trên Sở giao dịch chứng khoán Hà Nội (HNX). Công ty hoạt động chính trong các lĩnh vực Sản xuất và kinh doanh phân bón, hóa chất, điện, nước, xi măng, xăng dầu mỡ; Thiết kế xây dựng các công trình; thiết kế, chế tạo, lắp đặt các thiết bị, dây chuyền sản xuất hóa chất; Kinh doanh khách sạn, nhà hàng. Các công trình lớn mà công ty thực hiện đầu tư: Dự án đầu tư xây dựng dây chuyền sản xuất NPK số 4 công suất 150,000 tấn/năm, giá trị thực hiện 7,011 tỷ đồng; Dự án đầu tư hệ thống quan trắc khí thải tự động, liên tục (tại dây chuyền Axit số 1), giá trị thực hiện 4,753 tỷ đồng; Đầu tư mua sắm xe xúc lật giá trị thực hiện 2,017 tỷ đồng.",Khu Phương Lai 6 - TT.Lâm Thao - H.Lâm Thao - T.Phú Thọ,http://www.supelamthao.vn
LIG,CTCP Licogi 13,Xây dựng và Bất động sản,"CTCP Licogi 13 là đơn vị hàng đầu trong lĩnh vực san lấp mặt bằng và xử lý nền móng, hạ tầng kỹ thuật khu công nghiệp, khu đô thị. Bên cạnh đó, công ty cũng là một nhà thầu chuyên nghiệp thi công các công trình công nghiệp, dân dụng, thủy điện với nhiều dự án mang tầm cỡ quốc gia. Một số dự án nổi bật: Lăng Chủ tịch Hồ Chí Minh, Nhà ga T1 Sân bay quốc tế Nội Bài, nhà máy nhiệt điện Phả Lại, Trung tâm Hội nghị Quốc gia; Khu công nghiệp Thăng Long II: Phase 1&2; Công trình hạ tầng đô thị: Đường bao biển và hạ tầng khu đô thị Lán Bè - Cột 8 (TP. Hạ Long, Quảng Ninh); Công trình giao thông: Quốc lộ 18 Quảng Ninh, quốc lộ 1A (Khánh Hòa), quốc lộ 20 (Lâm Đồng); Công trình dân dụng: Khu nhà ở LICOGI 13, Tòa nhà hỗn hợp LICOGI13 TOWER, các tòa nhà của chủ đầu tư (Handico, Viwaseen, FLC...).",Tầng 4 - Licogi 13 tower - Số 164 - Đường Khuất Duy Tiến - P. Nhân Chính - Q. Thanh Xuân - Tp. Hà Nội,https://licogi13.com.vn/
MAC,CTCP Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Vận tải và kho bãi,"Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng hải là Doanh nghiệp được thành lập theo Quyết định số 2375/QĐ-BGTVT ngày 14/08/2003 của Bộ trưởng Bộ Giao thông vận tải về việc chuyển doanh nghiệp Nhà nước Công ty Cung ứng và Dịch vụ Hàng hải I, trực thuộc Tổng Công ty Hàng hải Việt Nam thành Công ty cổ phần. Ngành nghề kinh doanh chủ yếu của Công ty là dịch vụ giao nhận hàng hóa, kê khai hải quan, hoạt động môi giới tàu biển, xuất nhập khẩu hàng hóa...",8A Đường Vạn Mỹ - P. Vạn Mỹ - Q. Ngô Quyền - Tp. Hải Phòng,http://www.maserco.com.vn
MBG,CTCP Tập đoàn MBG,"Sản xuất trang thiết bị, dụng cụ điện","Công ty Cổ phần Tập Đoàn MBG được thành lập năm 2007. Hoạt động sản xuất chính của công ty là sản xuất thiết bị chiếu sáng, thiết bị điện, thi công, thiết kế các công trình dân dụng, công nghiệp, cơ điện, kinh doanh vật liệu xây dựng, trang thiết bị y tế. Công ty hiện tại đã cho ra mắt thị trường bóng đèn, thiết bị điện và sơn mang thương hiệu MAXXBAU. Sản phẩm của công ty còn được xuất khẩu sang Mỹ, Lào, và Campuchia. Năm 2015, MBG chính thức được niêm yết tại Sở Giao dịch Chứng khoán Hà Nội (HNX).",Số nhà 906 Nguyễn Khoái - Tổ 10 - P. Thanh Trì - Q. Hoàng Mai - Tp. Hà Nội,http://mbg.vn/
MBS,CTCP Chứng khoán MB,Tài chính và bảo hiểm,"Công ty Cổ phần Chứng khoán MB (MBS) có tiền thân là Công ty Chứng khoán Thăng Long được thành lập từ năm 2000 bởi Ngân hàng Thương mại cổ phần Quân đội (MB). MBS là một trong 5 công ty chứng khoán đầu tiên tại Việt Nam. Các lĩnh vực kinh doanh chính của công ty bao gồm dịch vụ chứng khoán, dịch vụ nghiên cứu và dịch vụ ngân hàng đầu tư. MBS được niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX) từ năm 2016.",21 Cát Linh - Q. Đống Đa - Tp. Hà Nội,http://www.mbs.com.vn
MCO,CTCP Đầu tư và Xây dựng BDC Việt Nam,Xây dựng và Bất động sản,"Công ty cổ phần đầu tư và xây dựng BDC Việt Nam có tiền thân là Công trường 1 được thành lập năm 1997 trực thuộc Tổng công ty xây dựng đường thuỷ. Ngành nghề kinh doanh: xây dựng các công trình giao thông trong và ngoài nước; xây dựng công trình công nghiệp, dân dụng, thủy lợi, đường điện; khai thác, kinh doanh đá, vật liệu xây dựng...",Số 6 - ngõ 180 Thái Thịnh - Q.Đống Đa - Tp.Hà Nội,http://www.mcovietnam.com.vn
MST,CTCP Đầu tư MST,Xây dựng và Bất động sản,"Công ty Cổ phần Đầu tư MST được thành lập ngày 18/06/2009 với vốn điều lệ ban đầu là 10 tỷ đồng. Năm 2016, cổ phiếu công ty giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). Lĩnh vực kinh doanh: Xây dựng công trình đường sắt, đường bộ; Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng. Một số công trình tiêu biểu Công ty đã tham gia thi công xây lắp: Công trình thi công cầu ORB05 tại gói thầu xây lắp số 4 (Km 21 + 500 - Km32 + 600) thuộc Dự án Đường cao tốc Đà Nẵng - Quảng Ngãi, Gói thầu số 08 đường giao thông Sốp Cộp - Púng Bánh, Xây dựng cơ sở hạ tầng khu mỏ Suối Dền - Đại Từ - Thái Nguyên, Xây dựng khách sạn 3 sao tại quận 2 - Thành phố Hồ Chí Minh, Công trình cầu ORB05 tại gói thầu xây lắp số 4 (Km 21 + 500 - Km 32 +600) thuộc Dự án đường cao tốc Đà Nẵng - Quảng Ngãi, Gói thầu 02-HP2-XL xây dựng nút giao thông Cầu Giấy thuộc dự án phát triển giao thông đô thị Hà Nội.",Ngõ 159 Phố Tây Sơn - TT. Phùng - H. Đan Phượng - Tp. Hà Nội,http://mmst.vn
NAG,CTCP Tập đoàn Nagakawa,"Sản xuất thiết bị, máy móc","Tập đoàn Nagakawa – Tiền thân là Công ty liên doanh Nagakawa Việt Nam, tên giao dịch NAGAKAWA VIETNAM JOINT VENTURE COMPANY. Được thành lập từ năm 2002, Tập đoàn Nagakawa là tập đoàn kinh tế tư nhân đa ngành, hoạt động trong lĩnh vực điện lạnh, gia dụng và thiết bị nhà bếp cao cấp thương hiệu Nagakawa. Gần 20 năm hình thành và phát triển, với định hướng “lấy khách hàng làm trung tâm”, Tập đoàn Nagakawa luôn nỗ lực phát triển sản phẩm có chất lượng nhất, với mức giá hợp lý nhất, mang lại sự an tâm trọn vẹn cho người tiêu dùng, góp phần nâng tầm cuộc sống mỗi gia đình Việt.",Khu 9 - P. Phúc Thắng - Tx. Phúc Yên - T. Vĩnh Phúc,http://nagakawa.com.vn
NBC,CTCP Than Núi Béo - Vinacomin,Khai khoáng,"Công ty Cổ phần Than Núi Béo (NBC), tiền thân là Mỏ Than Núi Béo thành lập năm 1988. Năm 2006 chuyển sang hoạt động theo mô hình cổ phần. Hoạt động kinh doanh chính của NBC là khai thác than. Sản phẩm than được chia làm hai loại than nguyên khai và than sạch. Hiện nay công ty có 01 Nhà máy trực thuộc (Nhà máy Cơ khí Hòn Gai). Ngày 27/12/2006, NBC chính thức giao dịch trên Sở Giao dịch chứng khoán Hà Nội (HNX).",Số 799 Lê Thánh Tông - Tp.Hạ Long - T.Quảng Ninh,http://www.nuibeo.com.vn
NDN,CTCP Đầu tư Phát triển Nhà Đà Nẵng,Xây dựng và Bất động sản,"Công ty Đầu tư Phát triển Nhà Đà Nẵng tiền thân là Công ty Sửa chữa Nhà Đà Nẵng được thành lập ngày 05/11/1992. Năm 2010, công ty chính thức hoạt động theo mô hình công ty cổ phần với vốn điều lệ là 90 tỷ đồng. Năm 2011, niêm yết và giao dịch 9 triệu cổ phiếu trên Sở giao dịch Chứng khoán Hà Nội (HNX). Công ty hoạt động với nhiều ngành nghề kinh doanh đa dạng như Xây dựng công trình dân dụng, công nghiệp, giao thông, thủy lợi, thủy điện cầu cảng. Xây dựng công trình hạ tầng kỹ thuật đô thị, khu công nghiệp; Xây dựng công trình điện từ 110 KV trở xuống. Xây dựng công trình cấp thoát nước đô thị. Xây dựng công trình bưu chính viễn thông; Sản xuất kinh doanh vật liệu xây dựng. Khai thác chế biến khoáng sản; Kinh doanh bất động sản.Kinh doanh hàng tư liệu sản xuất và tư liệu tiêu dùng...",Số 38 Nguyễn Chí Thanh - P. Thạch Thang - Q. Hải Châu - Tp. Đà Nẵng,http://www.ndn.com.vn
NDX,CTCP Xây lắp Phát triển Nhà Đà Nẵng,Xây dựng và Bất động sản,"CTCP Xây lắp Phát triển Đà Nẵng (NDX) là đơn vị được hình thành từ Xí nghiệp Công trình Giao thông và Xây dựng trực thuộc Công ty Đầu tư Phát triển Nhà Đà Nẵng thực hiện cổ phần hóa vào năm 2008 với số vốn điều lệ ban đầu là 25 tỷ đồng. Hiện tại, Công ty đang tập trung vào 3 lĩnh vực chính: thi công xây dựng, sản xuất vật liệu xây dựng, bất động sản, trong đó doanh thu từ hoạt động thi công xây dựng chiếm tỷ trọng lớn nhất trong cơ cấu doanh thu của Công ty. NDX là đơn vị có nhiều kinh nghiệm trong lĩnh vực thi công nhà cao tầng từ Khu chung cư thu nhập thấp 5-7 tầng đến các chung cư cao cấp tại thành phố Đà nẵng: DaNang Plaza, LaPaz Tower. Ngày 17/07/2013, NDX chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).",31 Núi Thành - P. Hòa Thuận Đông - Q. Hải Châu - Tp. Đà Nẵng,http://ndx.com.vn/
NRC,CTCP Tập Đoàn Danh Khôi,Xây dựng và Bất động sản,"Công ty Cổ phần Tập đoàn Danh Khôi (NRC) có tiền thân là Công ty Cổ phần Thông tin Bất động sản Netland được thành lập vào năm 2014. Công ty hoạt động chính trong lĩnh vực hợp tác đầu tư các dự án bất động sản và môi giới bất động sản. Năm 2017, NRC mua lại Công ty Cổ phần Bất động sản Danh Khôi để đẩy mạnh phát triển mảng kinh doanh môi giới bất động sản. NRC được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX) từ đầu năm 2018.",Số 3 - Đường Trần Nhật Duật - P. Tân Định - Q. 1 - Tp. Hồ Chí Minh,https://danhkhoi.com.vn/
NSH,CTCP Nhôm Sông Hồng,Sản xuất các sản phẩm kim loại cơ bản,"CTCP Nhôm sông Hồng là một trong những doanh nghiệp lớn nhất Việt Nam trong lĩnh vực sản xuất nhôm thanh định hình. Công ty có nhà máy với tổng diện tích lên đến 7ha, trang thiết bị đồng bộ và được nhập khẩu từ các quốc gia tiên tiến với sản lượng 16,000 tấn/năm.",Phố Hồng Hà - P. Bến Gót - Tp. Việt Trì - T. Phú Thọ,http://www.shalumi.com.vn
NTP,CTCP Nhựa Thiếu niên Tiền Phong,Sản xuất các sản phẩm nhựa và cao su,"Công ty CP Nhựa Tiền Phong tiền thân là Nhà máy Nhựa Thiếu niên Tiền Phong, được thành lập từ năm 1960 với quy mô gồm 04 nhà xưởng chính. Năm 2006, cổ phiếu công ty chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). Công ty hoạt động chính trong các lĩnh vực Sản xuất kinh doanh các sản phẩm nhựa dân dụng; Sản xuất kinh doanh các sản phẩm nhựa phục vụ cho ngành xây dựng, công nghiệp, nông nghiệp, ngư nghiệp, giao thông vận tải; Xây dựng công trình công nghiệp, giao thông, thủy lợi. Các chủng loại sản phẩm ống nhựa PVC, PEHD, PPR mang thương hiệu Nhựa Tiền Phong đã được sử dụng trong các ngành xây dựng, công nghiệp, nông nghiệp không chỉ tại Việt Nam mà còn tại thị trường nước ngoài như Lào, New Zealand, Hồng Kong... Do vậy, công ty đã đăng ký bảo hộ nhãn hiệu hàng hóa tại 5 nước: Trung Quốc, Lào, Thái Lan, Campuchia và Myanmar.",Số 2 An Đà - P.Lạch Tray - Q.Ngô Quyền - Tp.Hải Phòng,http://www.nhuatienphong.vn
NVB,Ngân hàng TMCP Quốc Dân,Tài chính và bảo hiểm,"Ngân hàng Thương mại cổ phần Quốc Dân được thành lập từ năm 1995, từ một ngân hàng nông thôn, NCB đã chuyển đổi quy mô thành ngân hàng đô thị. Năm 2010, cổ phiếu của ngân hàng được niêm yết và giao dịch trên sở Giao dịch Chứng khoán Hà Nội (HNX). Các khách hàng của NVB là những khách hàng lớn, chiến lược có tiềm lực tài chính vững mạnh như Tập đoàn Dệt may Việt Nam, Công ty Cổ phần Đại lý Liên hiệp Vận chuyển, Công ty Cổ phần Năng lượng Sài Gòn - Bình Định.",Số 28C-28D phố Bà Triệu - P. Hàng Bài - Q. Hoàn Kiếm - Tp. Hà Nội,http://www.ncb-bank.vn
OCH,CTCP Khách sạn và Dịch vụ OCH,Dịch vụ lưu trú và ăn uống,"Tháng 07/2006: Tiền thân là Công ty Cổ phần Xây dựng - Thương mại Bảo Long được thành lập, vốn điều lệ ban đầu là 10 tỷ đồng. Năm 2009, công ty được tái cấu trúc và trở thành công ty con của Công ty Cổ phần Tập đoàn Đại Dương (OGC), đổi tên thành Công ty Cổ phần Khách sạn và Du lịch Đại Dương và tăng vốn lên 530 tỷ đồng. Ngày 01/10/2010, chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). Đến năm 2020, đổi tên thành Công ty Cổ phần Khách sạn và Dịch vụ OCH.",Tầng 3 - tòa nhà VNT Số 19 đường Nguyễn Trãi - P. Khương Trung - Q. Thanh Xuân - Tp. Hà Nội,http://och.vn/lien-he/
PCG,CTCP Đầu tư Phát triển Gas Đô thị,Phân phối khí đốt thiên nhiên,"CTCP Đầu tư phát triển Gas đô thị, công ty con của Tổng công ty Khí Việt Nam, có hoạt động chính là kinh doanh các sản phẩm gas chỉ dành cho tiêu thụ nội địa tại Việt Nam, không có hoạt động xuất khẩu. Đối tác chiến lược của công ty là ENN - XinAo đến từ Trung Quốc đã lựa chọn chế độ quản lý tiên tiến và tiến hành chuyển giao công nghệ cho công ty, hỗ trợ phát triển hoạt động kinh doanh. Đến hiện tại, PVGASCITY đã thi công, cung cấp LPG qua đường ống cho trên 15,000 khách hàng dân dụng tại các đô thị lớn và quản lý vận hành hơn 50 hệ thống gas trung tâm trên toàn quốc.",Tầng 4 - Số 167 Trung Kính - P. Yên Hòa - Q. Cầu Giấy - Tp. Hà Nội,http://www.pvgascity.com.vn
PHP,CTCP Cảng Hải Phòng,Vận tải và kho bãi,"Công ty Cổ phần Cảng Hải Phòng là một xí nghiệp do Ngành vận tải thủy phụ trách và quản lý. Năm 2014, Cảng Hải Phòng chuyển sang hoạt động theo mô hình Công ty cổ phần với ngành nghề kinh doanh chính bao gồm bốc xếp hàng hóa, hoạt động dịch vụ hỗ trợ vận tải: môi giới tàu biển, đại lý tàu biển, đại lý vận tải đường biển, dịch vụ lai dắt và hỗ trợ tàu, kho bãi và lưu trữ hàng hóa. PHP hiện có 03 cảng chính: Hoàng Diệu, Chùa Vẽ và Tân Vũ với tổng diện tích khoảng 2.1 triệu km2 và có cầu tàu dài nhất (21 cầu tàu) với tổng chiều dài gần 4,000m. Toàn cảng hiện có 19 cầu tàu với tổng chiều dài là 3,567m, bảo đảm an toàn với độ sâu trước bến thiết kế từ -7.5 m đến -9.4m. Năm 2015, PHP chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).",8A Trần Phú - P. Máy Tơ - Q.Ngô Quyền - Tp.Hải Phòng - Việt Nam,http://haiphongport.com.vn
PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,Sản xuất xăng dầu và than đá,"Tổng công ty Hóa dầu Petrolimex - CTCP tiền thân là Công ty Dầu nhờn, được thành lập ngày 09/06/1994. Ngày 27/12/2006, cổ phiếu của Công ty được giao dịch trên sàn HNX với mã chứng khoán là PLC. Trải qua nhiều năm hoạt động sản xuất kinh doanh, hiện nay, vốn điều lệ của Tổng công ty PLC đã đạt mức 807,988 tỷ đồng, trong đó Petrolimex sở hữu 79.07% vốn điều lệ. Công ty là doanh nghiệp nội địa đầu tiên tại Việt Nam kinh doanh chuyên ngành các sản phẩm hóa dầu bao gồm: dầu nhớt, nhựa đường, hóa chất.",Tầng 18 & 19 - 229 Tây Sơn - P.Ngã Tư Sở - Q.Đống Đa - Tp.Hà Nội,http://www.plc.petrolimex.com.vn
